instance_name,instance_5_250_1.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.99
pNorm: 2,6074.22,6074.22,6074.22,6074.22,6074.22,6074.22,6076.94,6106.76,6197.61,6369.56
pNorm: 3,6074.22,6074.22,6074.22,6074.22,6074.22,6076.06,6096.02,6151.62,6237.64,6390.71
pNorm: 5,6074.22,6074.22,6074.22,6074.22,6076.11,6090.71,6125.68,6197.81,6278.13,6412.58
pNorm: 10,6074.22,6074.22,6074.22,6074.92,6088.18,6114.38,6161.77,6231.86,6316.16,6434.41
pNorm: inf,6074.22,6074.22,6074.22,6086.64,6115.65,6149.45,6204.83,6276.19,6372.89,6474.01
