instance_name,instance_10_500_4.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
pNorm: 2,0.83,0.83,0.83,0.83,0.83,0.83,0.76,0.58,0.39
pNorm: 3,0.83,0.83,0.83,0.83,0.83,0.71,0.59,0.45,0.3
pNorm: 5,0.83,0.83,0.83,0.79,0.67,0.59,0.47,0.37,0.25
pNorm: 10,0.82,0.83,0.8,0.66,0.59,0.52,0.4,0.32,0.21
pNorm: inf,0.83,0.83,0.67,0.59,0.57,0.43,0.37,0.29,0.21
