instance_name,instance_10_500_3.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
pNorm: 2,0.87,0.87,0.87,0.87,0.87,0.87,0.76,0.58,0.39
pNorm: 3,0.87,0.87,0.87,0.87,0.86,0.72,0.6,0.47,0.31
pNorm: 5,0.87,0.87,0.87,0.81,0.69,0.6,0.5,0.39,0.26
pNorm: 10,0.87,0.87,0.82,0.68,0.61,0.56,0.45,0.35,0.24
pNorm: inf,0.87,0.87,0.7,0.6,0.58,0.49,0.41,0.3,0.22
