instance_name,instance_10_500_5.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
pNorm: 2,0.87,0.87,0.87,0.87,0.87,0.87,0.76,0.58,0.39
pNorm: 3,0.87,0.87,0.87,0.87,0.86,0.72,0.59,0.45,0.31
pNorm: 5,0.87,0.87,0.87,0.81,0.69,0.6,0.48,0.37,0.25
pNorm: 10,0.87,0.87,0.82,0.68,0.62,0.51,0.42,0.33,0.22
pNorm: inf,0.87,0.87,0.69,0.62,0.59,0.44,0.39,0.31,0.21
