instance_name,instance_10_500_2.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
pNorm: 2,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.58,0.39
pNorm: 3,0.77,0.77,0.77,0.77,0.77,0.71,0.59,0.45,0.3
pNorm: 5,0.77,0.77,0.77,0.77,0.68,0.59,0.48,0.36,0.23
pNorm: 10,0.21,0.78,0.77,0.67,0.61,0.51,0.42,0.31,0.2
pNorm: inf,0.77,0.77,0.68,0.6,0.58,0.44,0.39,0.27,0.18
