instance_name,instance_10_500_1.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
pNorm: 2,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.58,0.39
pNorm: 3,0.77,0.77,0.77,0.77,0.77,0.7,0.58,0.45,0.3
pNorm: 5,0.77,0.77,0.77,0.77,0.65,0.57,0.46,0.36,0.24
pNorm: 10,0.76,0.77,0.77,0.64,0.56,0.5,0.39,0.32,0.2
pNorm: inf,0.77,0.77,0.66,0.56,0.51,0.42,0.35,0.29,0.17
