instance_name,instance_5_250_1.txt
fairnessCoefficient,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.99
pNorm: 2,0.71,0.71,0.71,0.71,0.71,0.71,0.65,0.51,0.34,0.1
pNorm: 3,0.71,0.71,0.71,0.71,0.71,0.66,0.55,0.42,0.28,0.08
pNorm: 5,0.71,0.71,0.71,0.71,0.66,0.58,0.49,0.35,0.22,0.06
pNorm: 10,0.71,0.71,0.71,0.68,0.59,0.52,0.44,0.32,0.17,0.04
pNorm: inf,0.71,0.71,0.71,0.59,0.54,0.49,0.42,0.3,0.13,0.01
